"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"21086",75829,"chr12",10959690,10960913,3.8804,"transcription_start_site","-",10959579,10959579,-111,-723,50836,"TAS2R8","chr12:10959579-10959579",9900,"TRB5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:10959579-10959579&pix=800&Submit=submit","taste receptor, type 2, member 8","NM_023918","T2R8"
"23748",76831,"chr14",39582336,39583368,2.9924,"transcription_start_site","+",39583487,39583487,-119,-636,8487,"SIP1","chr14:39583487-39583487",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:39583487-39583487&pix=800&Submit=submit,SIP1-delta","survival of motor neuron protein interacting protein 1","NM_003616","GEMIN2"
"19471",75232,"chr11",56058664,56059827,3.8253,"transcription_start_site","-",56058538,56058538,-126,-712,219469,"OR8H1","chr11:56058538-56058538",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:56058538-56058538&pix=800&Submit=submit","olfactory receptor, family 8, subfamily H, member 1","NM_001005199","OR11-180"
"23689",76812,"chr14",35344984,35347217,2.9169,"transcription_start_site","-",35344853,35344853,-131,-1248,11177,"BAZ1A","chr14:35344853-35344853",9900,"DKFZp586E0518,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:35344853-35344853&pix=800&Submit=submit,WCRF180,hACF1,FLJ14383,WALp1","bromodomain adjacent to zinc finger domain, 1A","NM_013448","ACF1"
"20312",75551,"chr11",104879840,104882786,3.0697,"transcription_start_site","-",104879691,104879691,-149,-1624,838,"CASP5","chr11:104879691-104879691",9900,"MGC141966,ICH-3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:104879691-104879691&pix=800&Submit=submit,ICEREL-III","caspase 5, apoptosis-related cysteine peptidase","BC074994","ICE(rel)III"
"11312",72080,"chr6",27880258,27880691,2.4817,"transcription_start_site","-",27880097,27880097,-161,-380,81697,"OR2B2","chr6:27880097-27880097",9900,"dJ193B12.4,hs6M1-10,OR2B9,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:27880097-27880097&pix=800&Submit=submit,OR6-1","olfactory receptor, family 2, subfamily B, member 2","NM_033057","OR2B2Q"
"13935",73084,"chr7",87230552,87231221,3.2897,"transcription_start_site","-",87230389,87230389,-163,-496,5243,"ABCB1","chr7:87230389-87230389",9900,"CLCS,P-GP,CD243,GP170,MDR1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:87230389-87230389&pix=800&Submit=submit,MGC163296,PGY1","ATP-binding cassette, sub-family B (MDR/TAP), member 1","BC130424","ABC20"
"759",68106,"chr1",78955690,78956556,2.6738,"transcription_start_site","+",78956727,78956727,-171,-600,5737,"PTGFR","chr1:78956727-78956727",9900,"MGC46203,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:78956727-78956727&pix=800&Submit=submit,MGC120498","prostaglandin F receptor (FP)","NM_000959","FP"
"18597",74873,"chr11",5255886,5256459,2.8984,"transcription_start_site","-",5255713,5255713,-173,-459,3045,"HBD","chr11:5255713-5255713",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5255713-5255713&pix=800&Submit=submit","hemoglobin, delta","BC070282","-"
"10629",71871,"chr5",159848114,159848690,3.2335,"transcription_start_site","+",159848864,159848864,-174,-464,9232,"PTTG1","chr5:159848864-159848864",9900,"MGC138276,HPTTG,TUTR1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:159848864-159848864&pix=800&Submit=submit,MGC126883,PTTG","pituitary tumor-transforming 1","NM_004219","EAP1"
"10299",71762,"chr5",140197917,140201036,3.6402,"transcription_start_site","+",140201221,140201221,-185,-1728,56143,"PCDHA5","chr5:140201221-140201221",9900,"CRNR6,CNRN6,CNRS6,PCDH-ALPHA5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:140201221-140201221&pix=800&Submit=submit","protocadherin alpha 5","BC033735","CNR6"
"8955",71251,"chr4",175838875,175839316,2.3568,"transcription_start_site","+",175839508,175839508,-192,-400,11086,"ADAM29","chr4:175839508-175839508",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:175839508-175839508&pix=800&Submit=submit,svph1","ADAM metallopeptidase domain 29","NM_014269","CT73"
"4339",69477,"chr2",234777252,234777902,3.3615,"transcription_start_site","-",234777055,234777055,-197,-512,151507,"MSL3L2","chr2:234777055-234777055",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:234777055-234777055&pix=800&Submit=submit","male-specific lethal 3-like 2 (Drosophila)","NM_001166217","FLJ79271"
"3357",19469,"chr2",142889470,142890027,3.6002,"transcription_start_site","-",142889270,142889270,-200,-496,53353,"LRP1B","chr2:142889270-142889270",9900,"LRPDIT,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:142889270-142889270&pix=800&Submit=submit","low density lipoprotein-related protein 1B (deleted in tumors)","NM_018557","LRP-DIT"
"29021",78895,"chrX",56764218,56764378,2.4765,"transcription_start_site","-",56764017,56764017,-201,-280,442454,"LOC442454","chrX:56764017-56764017",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:56764017-56764017&pix=800&Submit=submit","ubiquinol-cytochrome c reductase binding protein pseudogene","NR_002308","LOC442454"
"20761",75716,"chr11",133937747,133938617,2.4766,"transcription_start_site","+",133938819,133938819,-202,-640,83700,"JAM3","chr11:133938819-133938819",9900,"JAMC,JAM-C,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:133938819-133938819&pix=800&Submit=submit","junctional adhesion molecule 3","NM_032801","FLJ14529"
"19272",75126,"chr11",36619993,36620243,2.2426,"transcription_start_site","-",36619786,36619786,-207,-336,5897,"RAG2","chr11:36619786-36619786",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:36619786-36619786&pix=800&Submit=submit","recombination activating gene 2","BC022397","RAG-2"
"13224",72810,"chr6",163146908,163147953,3.2509,"transcription_start_site","+",163148163,163148163,-210,-736,135138,"PACRG","chr6:163148163-163148163",9900,"GLUP,RP3-495O10.2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:163148163-163148163&pix=800&Submit=submit,HAK005771,PARK2CRG","PARK2 co-regulated","NM_152410","FLJ32724"
"24333",77052,"chr14",101453831,101454287,2.9786,"transcription_start_site","+",101454497,101454497,-210,-432,767608,"SNORD114-27","chr14:101454497-101454497",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:101454497-101454497&pix=800&Submit=submit","small nucleolar RNA, C/D box 114-27","NR_003220","14q(II-27)"
"26992",78126,"chr19",37997287,37997622,2.5429,"transcription_start_site","+",37997840,37997840,-218,-384,390927,"ZNF793","chr19:37997840-37997840",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:37997840-37997840&pix=800&Submit=submit","zinc finger protein 793","NM_001013659","-"
"5216",69814,"chr3",97981091,97982865,2.5786,"transcription_start_site","+",97983087,97983087,-222,-1112,79295,"OR5H6","chr3:97983087-97983087",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:97983087-97983087&pix=800&Submit=submit","olfactory receptor, family 5, subfamily H, member 6","BC137523","OR3-11"
"30208",79328,"chrY",19882003,19882557,3.3448,"transcription_start_site","-",19881778,19881778,-225,-502,353515,"XKRY2","chrY:19881778-19881778",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:19881778-19881778&pix=800&Submit=submit","XK, Kell blood group complex subunit-related, Y-linked 2","BC148772","XKRYP7"
"30209",79328,"chrY",19882003,19882557,3.3448,"transcription_start_site","-",19881778,19881778,-225,-502,9082,"XKRY","chrY:19881778-19881778",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:19881778-19881778&pix=800&Submit=submit","XK, Kell blood group complex subunit-related, Y-linked","BC153173","XKRY1"
"19396",75190,"chr11",55577666,55578609,3.3757,"transcription_start_site","+",55578842,55578842,-233,-704,219437,"OR5L1","chr11:55578842-55578842",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:55578842-55578842&pix=800&Submit=submit,OST262","olfactory receptor, family 5, subfamily L, member 1","BC136939","OR11-151"
"6147",70167,"chr3",152059013,152059895,2.7361,"transcription_start_site","-",152058779,152058779,-234,-672,645843,"TMEM14E","chr3:152058779-152058779",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:152058779-152058779&pix=800&Submit=submit","transmembrane protein 14E","NM_001123228","-"
"25841",77629,"chr17",44249830,44250286,2.245,"transcription_start_site","-",44249594,44249594,-236,-468,284058,"KIAA1267","chr17:44249594-44249594",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:44249594-44249594&pix=800&Submit=submit,DKFZp727C091,MGC102843","KIAA1267","NM_015443","DKFZp686P06109"
"29826",79184,"chrX",127186614,127187719,3.6227,"transcription_start_site","-",127186377,127186377,-237,-792,139741,"ACTRT1","chrX:127186377-127186377",9900,"HSD27,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:127186377-127186377&pix=800&Submit=submit,ARPT1,MGC26590,ARP-T1,ARIP1,KIAA0705","actin-related protein T1","BC014597","AIP1"
"15110",73527,"chr8",39790598,39792234,2.3643,"transcription_start_site","+",39792473,39792473,-239,-1056,169355,"IDO2","chr8:39792473-39792473",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:39792473-39792473&pix=800&Submit=submit","indoleamine 2,3-dioxygenase 2","NM_194294","INDOL1"
"7206",70576,"chr4",68829409,68830890,2.701,"transcription_start_site","-",68829158,68829158,-251,-984,339967,"TMPRSS11A","chr4:68829158-68829158",9900,"MGC133183,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:68829158-68829158&pix=800&Submit=submit","transmembrane protease, serine 11A","BC111796","ECRG1"
"11153",72040,"chr6",26251100,26251387,2.5899,"transcription_start_site","-",26250833,26250833,-267,-412,8968,"HIST1H3F","chr6:26250833-26250833",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:26250833-26250833&pix=800&Submit=submit,H3FI","histone cluster 1, H3f","BC067492","H3/i"
"19412",75196,"chr11",55682344,55683736,2.7052,"transcription_start_site","-",55682058,55682058,-286,-984,390148,"OR5W2","chr11:55682058-55682058",9900,"OR5W3P,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:55682058-55682058&pix=800&Submit=submit","olfactory receptor, family 5, subfamily W, member 2","NM_001001960","OR5W2P"
"19344",75158,"chr11",50004330,50004980,2.9974,"transcription_start_site","-",50004037,50004037,-293,-620,283093,"OR4C12","chr11:50004037-50004037",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:50004037-50004037&pix=800&Submit=submit","olfactory receptor, family 4, subfamily C, member 12","NM_001005270","OR11-259"
"415",67972,"chr1",52499747,52499993,2.6273,"transcription_start_site","-",52499436,52499436,-311,-436,112970,"KTI12","chr1:52499436-52499436",9900,"RP11-91A18.3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:52499436-52499436&pix=800&Submit=submit,TOT4,SBBI81","KTI12 homolog,chromatin associated (S. cerevisiae)","BC012173","MGC20419"
"19756",75346,"chr11",63056366,63057117,2.9963,"transcription_start_site","+",63057429,63057429,-312,-684,387775,"SLC22A10","chr11:63057429-63057429",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:63057429-63057429&pix=800&Submit=submit,hOAT5","solute carrier family 22, member 10","NM_001039752","OAT5"
"8011",70893,"chr4",102710405,102711444,2.8401,"transcription_start_site","+",102711763,102711763,-319,-832,55024,"BANK1","chr4:102711763-102711763",9900,"FLJ20706,FLJ34204,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:102711763-102711763&pix=800&Submit=submit","B-cell scaffold protein with ankyrin repeats 1","NM_017935","BANK"
"22135",76240,"chr12",85428248,85429778,2.7286,"transcription_start_site","+",85430098,85430098,-320,-1088,84125,"LRRIQ1","chr12:85430098-85430098",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:85430098-85430098&pix=800&Submit=submit","leucine-rich repeats and IQ motif containing 1","NM_032165","FLJ12303"
"10551",71842,"chr5",147773587,147773951,2.4013,"transcription_start_site","+",147774274,147774274,-323,-512,81545,"FBXO38","chr5:147774274-147774274",9900,"SP329,MOKA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:147774274-147774274&pix=800&Submit=submit","F-box protein 38","BC050424","Fbx38"
"15194",73561,"chr8",52774121,52774830,2.4231,"transcription_start_site","-",52773797,52773797,-324,-680,115294,"PCMTD1","chr8:52773797-52773797",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:52773797-52773797&pix=800&Submit=submit","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","BC032670","FLJ10883"
"27688",78398,"chr21",16341154,16344640,2.5785,"transcription_start_site","-",16340805,16340805,-349,-2092,8204,"NRIP1","chr21:16340805-16340805",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:16340805-16340805&pix=800&Submit=submit,RIP140","nuclear receptor interacting protein 1","BC040361","FLJ77253"
"25617",77556,"chr17",29624611,29624965,2.9492,"transcription_start_site","-",29624251,29624251,-360,-536,4974,"OMG","chr17:29624251-29624251",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:29624251-29624251&pix=800&Submit=submit","oligodendrocyte myelin glycoprotein","BC018050","OMGP"
"28779",78796,"chrX",27763499,27764561,3.3415,"transcription_start_site","+",27764925,27764925,-364,-894,347442,"DCAF8L2","chrX:27764925-27764925",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:27764925-27764925&pix=800&Submit=submit","DDB1 and CUL4 associated factor 8-like 2","NM_001136533","WDR42C"
"28780",78796,"chrX",27763499,27764561,3.3415,"transcription_start_site","+",27764925,27764925,-364,-894,347442,"WDR42C","chrX:27764925-27764925",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:27764925-27764925&pix=800&Submit=submit","DDB1 and CUL4 associated factor 8-like 2","BC157859","WDR42C"
"18821",74957,"chr11",7109238,7109792,2.9751,"transcription_start_site","+",7110164,7110164,-372,-649,27288,"RBMXL2","chr11:7110164-7110164",9900,"HNRNPGT,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:7110164-7110164&pix=800&Submit=submit,HNRPGT","RNA binding motif protein, X-linked-like 2","NM_014469","HNRNPG-T"
"14496",73295,"chr7",136697079,136699238,2.5872,"transcription_start_site","+",136699612,136699612,-374,-1472,1129,"CHRM2","chr7:136699612-136699612",9900,"MGC120007,MGC120006,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:136699612-136699612&pix=800&Submit=submit,HM2","cholinergic receptor, muscarinic 2","BC095547","FLJ43243"
"26850",78062,"chr19",14992542,14992774,2.3879,"transcription_start_site","-",14992167,14992167,-375,-491,26333,"OR7A17","chr19:14992167-14992167",9900,"HTPCRX19,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:14992167-14992167&pix=800&Submit=submit,MGC126636","olfactory receptor, family 7, subfamily A, member 17","NM_030901","BC85395_4"
"14415",73260,"chr7",123248179,123248735,2.896,"transcription_start_site","+",123249111,123249111,-376,-656,142685,"ASB15","chr7:123249111-123249111",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:123249111-123249111&pix=800&Submit=submit,FLJ43370","ankyrin repeat and SOCS box-containing 15","NM_080928","DKFZp779M1258"
"20656",75670,"chr11",124117155,124120033,3.2118,"transcription_start_site","+",124120422,124120422,-389,-1832,26494,"OR8G1","chr11:124120422-124120422",9900,"TPCR25,OR8G1P,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:124120422-124120422&pix=800&Submit=submit","olfactory receptor, family 8, subfamily G, member 1","NM_001002905","HSTPCR25"
"23003",76556,"chr13",48988043,48989333,3.6715,"transcription_start_site","-",48987653,48987653,-390,-1036,10161,"LPAR6","chr13:48987653-48987653",9900,"P2Y5,P2RY5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr13:48987653-48987653&pix=800&Submit=submit,MGC120358","lysophosphatidic acid receptor 6","NM_001162498","LAH3"
"19040",75033,"chr11",19214426,19214983,3.0228,"transcription_start_site","-",19214024,19214024,-402,-680,8048,"CSRP3","chr11:19214024-19214024",9900,"CMH12,CMD1M,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:19214024-19214024&pix=800&Submit=submit,LMO4,CRP3,MGC14488,MGC61993,MLP","cysteine and glycine-rich protein 3 (cardiac LIM protein)","BC005900","CLP"
"14529",73310,"chr7",142724627,142725287,2.0278,"transcription_start_site","-",142724219,142724219,-408,-736,135924,"OR9A2","chr7:142724219-142724219",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:142724219-142724219&pix=800&Submit=submit","olfactory receptor, family 9, subfamily A, member 2","NM_001001658","-"
"758",68105,"chr1",78694128,78694867,2.6979,"transcription_start_site","+",78695282,78695282,-415,-784,149047,"MGC27382","chr1:78695282-78695282",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:78695282-78695282&pix=800&Submit=submit","hypothetical MGC27382","NR_027310","FLJ34438"
"19729",75337,"chr11",60280610,60282470,2.9771,"transcription_start_site","+",60282885,60282885,-415,-1344,503497,"MS4A13","chr11:60282885-60282885",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:60282885-60282885&pix=800&Submit=submit","membrane-spanning 4-domains, subfamily A, member 13","NM_001100909","-"
"26601",77952,"chr18",52257438,52257973,2.3265,"transcription_start_site","+",52258389,52258389,-416,-684,284254,"C18orf26","chr18:52258389-52258389",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:52258389-52258389&pix=800&Submit=submit","chromosome 18 open reading frame 26","NM_173629","FLJ39106"
"8252",70976,"chr4",118007149,118007782,3.0497,"transcription_start_site","-",118006732,118006732,-417,-736,133022,"TRAM1L1","chr4:118006732-118006732",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:118006732-118006732&pix=800&Submit=submit","translocation associated membrane protein 1-like 1","BC030831","MGC26568"
"10746",71918,"chr6",3044641,3045197,2.0473,"transcription_start_site","+",3045617,3045617,-420,-698,387071,"FAM136B","chr6:3045617-3045617",9900,"dJ40E16.3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:3045617-3045617&pix=800&Submit=submit","family with sequence similarity 136, member B","NM_001012983","C6orf87"
"15699",23856,"chr8",90913545,90913675,2.7362,"transcription_start_site","+",90914095,90914095,-420,-488,734,"OSGIN2","chr8:90914095-90914095",9900,"hT41,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:90914095-90914095&pix=800&Submit=submit","oxidative stress induced growth inhibitor family member 2","NM_004337","C8orf1"
"17374",74393,"chr10",5447206,5449291,2.8001,"transcription_start_site","-",5446786,5446786,-420,-1462,79861,"TUBAL3","chr10:5446786-5446786",9900,"MGC119349,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:5446786-5446786&pix=800&Submit=submit,MGC119347","tubulin, alpha-like 3","BC098247","FLJ21665"
"258",67915,"chr1",41156558,41156819,2.1386,"transcription_start_site","+",41157241,41157241,-422,-552,4802,"NFYC","chr1:41157241-41157241",9900,"H1TF2A,HSM,CBFC,HAP5,DKFZp667G242,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:41157241-41157241&pix=800&Submit=submit,NF-YC,FLJ45775","nuclear transcription factor Y, gamma","NM_001142587","CBF-C"
"3588",69170,"chr2",166627662,166628701,2.5711,"transcription_start_site","-",166627238,166627238,-424,-960,2591,"GALNT3","chr2:166627238-166627238",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:166627238-166627238&pix=800&Submit=submit,MGC61909,HHS,GalNAc-T3,HFTC","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)","BC113565","DKFZp686C10199"
"16826",24240,"chr9",85678468,85679200,3.529,"transcription_start_site","-",85678043,85678043,-425,-792,158158,"RASEF","chr9:85678043-85678043",9900,"RAB45,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:85678043-85678043&pix=800&Submit=submit","RAS and EF-hand domain containing","NM_152573","FLJ31614"
"7075",70525,"chr4",52916161,52917162,2.8067,"transcription_start_site","+",52917592,52917592,-430,-932,132671,"SPATA18","chr4:52917592-52917592",9900,"SPETEX1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:52917592-52917592&pix=800&Submit=submit","spermatogenesis associated 18 homolog (rat)","NM_145263","FLJ32906"
"7658",70767,"chr4",81254643,81256442,3.1481,"transcription_start_site","+",81256873,81256873,-431,-1336,255119,"C4orf22","chr4:81256873-81256873",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:81256873-81256873&pix=800&Submit=submit","chromosome 4 open reading frame 22","NM_152770","MGC35043"
"27556",78346,"chr20",39665761,39666041,2.4046,"transcription_start_site","+",39666472,39666472,-431,-572,29053,"PRO0628","chr20:39666472-39666472",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:39666472-39666472&pix=800&Submit=submit","hypothetical LOC29053","NR_002764","-"
"5321",69848,"chr3",100712746,100713108,3.0509,"transcription_start_site","-",100712314,100712314,-432,-616,25890,"ABI3BP","chr3:100712314-100712314",9900,"FLJ41754,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:100712314-100712314&pix=800&Submit=submit,NESHBP,TARSH","ABI family, member 3 (NESH) binding protein","BC030221","FLJ41743"
"21216",75872,"chr12",12509241,12509577,2.5156,"transcription_start_site","+",12510019,12510019,-442,-610,118426,"LOH12CR1","chr12:12510019-12510019",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:12510019-12510019&pix=800&Submit=submit","loss of heterozygosity, 12,chromosomal region 1","NM_058169","LOH1CR12"
"20207",75515,"chr11",101787697,101788202,2.4557,"transcription_start_site","-",101787253,101787253,-444,-696,253935,"ANGPTL5","chr11:101787253-101787253",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:101787253-101787253&pix=800&Submit=submit","angiopoietin-like 5","NM_178127","-"
"25845",77631,"chr17",45499332,45500397,3.2202,"transcription_start_site","+",45500842,45500842,-445,-976,100272146,"LOC100272146","chr17:45500842-45500842",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:45500842-45500842&pix=800&Submit=submit","nuclear factor erythroid-derived 2, like 3 pseudogene","NR_027416","-"
"3466",69115,"chr2",158454521,158454951,3.1881,"transcription_start_site","-",158454072,158454072,-449,-656,130399,"ACVR1C","chr2:158454072-158454072",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:158454072-158454072&pix=800&Submit=submit,ALK7","activin A receptor, type IC","NM_001111031","ACVRLK7"
"14180",73167,"chr7",103084092,103085550,2.5778,"transcription_start_site","-",103083643,103083643,-449,-1184,375611,"SLC26A5","chr7:103083643-103083643",9900,"MGC118886,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:103083643-103083643&pix=800&Submit=submit,MGC118889,PRES,MGC118887,MGC118888","solute carrier family 26, member 5 (prestin)","BC100832","DFNB61"
"16681",74122,"chr9",33677867,33680405,3.2306,"transcription_start_site","-",33677418,33677418,-449,-1720,11191,"PTENP1","chr9:33677418-33677418",9900,"PTEN2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:33677418-33677418&pix=800&Submit=submit,PTH2,psiPTEN","phosphatase and tensin homolog pseudogene 1","NR_023917","PTEN-rs"
