"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"13637","21026","chrX","77916063",77917930,2.8122,"transcription_start_site","-",77914121,77914121,-1942,-2872,"",203430,"ZCCHC5","chrX:77914121-77914121","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:77914121-77914121&pix=800&Submit=submit,ZHC5,Mart3,Mar3","zinc finger, CCHC domain containing 5","","BC136548","FLJ38865",""
"13256","20870","chrX","27483433",27484313,2.6342,"transcription_start_site","-",27481458,27481458,-1975,-2414,"",139420,"SMEK3P","chrX:27481458-27481458","009900","smk1,FLJ32867,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:27481458-27481458&pix=800&Submit=submit","SMEK homolog 3, suppressor of mek1 (Dictyostelium) pseudogene","","NR_002784","FLFL3P",""
"14322","21280","chrX","134973127",134973829,2.4995,"transcription_start_site","-",134971143,134971143,-1984,-2336,"",441521,"CT45A5","chrX:134971143-134971143","009900","CT45.5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134971143-134971143&pix=800&Submit=submit","cancer/testis antigen family 45, member A5","","BC144430","CT45-5",""
"14009","21161","chrX","106451683",106452666,2.8138,"transcription_start_site","-",106449663,106449663,-2020,-2512,"",54830,"NUP62CL","chrX:106449663-106449663","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:106449663-106449663&pix=800&Submit=submit","nucleoporin 62kDa C-terminal like","","BC016327","FLJ20130",""
"388","10821","chr1","57047111",57048074,2.6188,"transcription_start_site","-",57045060,57045060,-2051,-2532,"",8613,"PPAP2B","chr1:57045060-57045060","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:57045060-57045060&pix=800&Submit=submit,PAP2-beta,VCIP,PAP2-b,PAP-2b,LPP3,MGC15306","phosphatidic acid phosphatase type 2B","","BC009196","Dri42",""
"14306","21273","chrX","133938613",133939163,3.617,"transcription_start_site","+",133941223,133941223,-2060,-2336,"",159091,"FAM122C","chrX:133941223-133941223","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:133941223-133941223&pix=800&Submit=submit","family with sequence similarity 122C","","NM_138819","-",""
"5245","17235","chr11","5325243",5325804,2.7531,"transcription_start_site","-",5323176,5323176,-2067,-2347,"",79339,"OR51B4","chr11:5323176-5323176","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5323176-5323176&pix=800&Submit=submit","olfactory receptor, family 51, subfamily B, member 4","","BC148186","HOR5Beta1	
17235	chr11	5325243	5325804	2.7531	transcription_start_site	-	5323176	5323176	-2067	-2347		79339	OR51B4	chr11:5323176-5323176	009900	http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:5323176-5323176&pix=800&Submit=submit	olfactory receptor, family 51, subfamily B, member 4		BC069094	HOR5Beta1",""
"13162","20831","chrX","18374876",18377156,2.72,"transcription_start_site","-",18372801,18372801,-2075,-3216,"",10389,"SCML2","chrX:18372801-18372801","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:18372801-18372801&pix=800&Submit=submit","sex comb on midleg-like 2 (Drosophila)","","BC064617","-",""
"1526","11269","chr1","164526329",164526711,2.3646,"transcription_start_site","+",164528801,164528801,-2090,-2272,"",5087,"PBX1","chr1:164528801-164528801","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:164528801-164528801&pix=800&Submit=submit,MGC126627","pre-B-cell leukemia homeobox 1","","NM_002585","DKFZp686B09108",""
"1234","11139","chr1","115214828",115215481,3.5089,"transcription_start_site","-",115212732,115212732,-2096,-2416,"",163259,"DENND2C","chr1:115212732-115212732","009900","DKFZp686N1631,FLJ37099,DKFZp779P1149,dJ1156J9.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:115212732-115212732&pix=800&Submit=submit","DENN/MADD domain containing 2C","","NM_198459","DKFZp686G0351",""
"13011","20781","chrX","10647903",10648733,3.1366,"transcription_start_site","-",10645779,10645779,-2124,-2539,"",4281,"MID1","chrX:10645779-10645779","009900","TRIM18,RNF59,GBBB1,ZNFXY,OGS1,FXY,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:10645779-10645779&pix=800&Submit=submit,OS,MIDIN,OSX,XPRF","midline 1 (Opitz/BBB syndrome)","","NM_001098624","BBBG1",""
"442","10842","chr1","65025459",65027217,3.0042,"transcription_start_site","+",65029359,65029359,-2142,-3024,"",57685,"CACHD1","chr1:65029359-65029359","009900","RP4-655E10.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:65029359-65029359&pix=800&Submit=submit","cache domain containing 1","","BC039301","KIAA1573",""
"13180","20841","chrX","20286899",20287255,2.3105,"transcription_start_site","-",20284750,20284750,-2149,-2328,"",6197,"RPS6KA3","chrX:20284750-20284750","009900","p90-RSK2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:20284750-20284750&pix=800&Submit=submit,ISPK-1,HU-3,RSK,MRX19,RSK2,MAPKAPK1B,pp90RSK2,S6K-alpha3","ribosomal protein S6 kinase, 90kDa, polypeptide 3","","NM_004586","CLS",""
"170","10730","chr1","36186559",36186785,2.2054,"transcription_start_site","-",36184409,36184409,-2150,-2264,"",127703,"C1orf216","chr1:36184409-36184409","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:36184409-36184409&pix=800&Submit=submit","chromosome 1 open reading frame 216","","BC026909","FLJ38984",""
"14317","21277","chrX","134234883",134235829,3.4259,"transcription_start_site","-",134232733,134232733,-2150,-2624,"",644596,"NCRNA00087","chrX:134232733-134232733","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134232733-134232733&pix=800&Submit=submit","non-protein coding RNA 87","","NR_024493","FLJ41308",""
"655","10920","chr1","78101266",78101952,2.9352,"transcription_start_site","-",78099090,78099090,-2176,-2520,"",26009,"ZZZ3","chr1:78099090-78099090","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:78099090-78099090&pix=800&Submit=submit,DKFZp564I052,FLJ10362","zinc finger, ZZ-type containing 3","","BC035818","DKFZp313N0119",""
"1460","11240","chr1","158573675",158574032,3.0143,"transcription_start_site","+",158576228,158576228,-2196,-2368,"",128368,"OR10Z1","chr1:158576228-158576228","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:158576228-158576228&pix=800&Submit=submit","olfactory receptor, family 10, subfamily Z, member 1","","NM_001004478","OR1-15",""
"720","10954","chr1","85727542",85727903,3.3283,"transcription_start_site","-",85725325,85725325,-2217,-2400,"",148423,"C1orf52","chr1:85725325-85725325","009900","RP11-234D19.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:85725325-85725325&pix=800&Submit=submit,gm117","chromosome 1 open reading frame 52","","BC029538","FLJ44982",""
"676","10930","chr1","79474586",79475032,2.1771,"transcription_start_site","-",79472361,79472361,-2225,-2448,"",64123,"ELTD1","chr1:79472361-79472361","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:79472361-79472361&pix=800&Submit=submit,KPG_003","EGF, latrophilin and seven transmembrane domain containing 1","","BC025721","ETL",""
"505","10872","chr1","67898257",67898920,3.1336,"transcription_start_site","-",67896031,67896031,-2226,-2560,"",26135,"SERBP1","chr1:67896031-67896031","009900","PAIRBP1,HABP4L,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:67896031-67896031&pix=800&Submit=submit,DKFZp564M2423,CHD3IP,FLJ90489,PAI-RBP1","SERPINE1 mRNA binding protein 1","","BC003049","CGI-55",""
"14319","21279","chrX","134553166",134553621,2.4384,"transcription_start_site","+",134555867,134555867,-2246,-2480,"",399668,"NCRNA00086","chrX:134555867-134555867","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134555867-134555867&pix=800&Submit=submit","non-protein coding RNA 86","","NR_024359","MGC39606",""
"14607","21383","chrY","20705748",20706288,2.4549,"transcription_start_site","+",20708556,20708556,-2268,-2538,"",159119,"HSFY2","chrY:20708556-20708556","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:20708556-20708556&pix=800&Submit=submit,HSFY,HSF2L","heat shock transcription factor, Y linked 2","","NM_153716","FLJ25453",""
"41","30","chr1","10000660",10001207,2.9797,"transcription_start_site","+",10003485,10003485,-2278,-2551,"",64802,"NMNAT1","chr1:10003485-10003485","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:10003485-10003485&pix=800&Submit=submit,PNAT1","nicotinamide nucleotide adenylyltransferase 1","","NM_022787","NMNAT",""
"14609","21383","chrY","20705748",20706288,2.4549,"transcription_start_site","+",20708573,20708573,-2285,-2554,"",86614,"HSFY1","chrY:20708573-20708573","009900","HSFY,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:20708573-20708573&pix=800&Submit=submit","heat shock transcription factor, Y-linked 1","","NM_033108","HSF2L",""
"14417","21318","chrX","144895892",144897058,3.0811,"transcription_start_site","+",144899346,144899346,-2288,-2864,"",84631,"SLITRK2","chrX:144899346-144899346","009900","MGC129913,SLITL1,KIAA1854,DKFZp451E1911,MGC129912,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:144899346-144899346&pix=800&Submit=submit","SLIT and NTRK-like family, member 2","","NM_032539","CXorf2",""
"1512","11264","chr1","162599570",162599926,2.6723,"transcription_start_site","+",162602227,162602227,-2301,-2480,"",4921,"DDR2","chr1:162602227-162602227","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:162602227-162602227&pix=800&Submit=submit,NTRKR3,TKT,TYRO10","discoidin domain receptor tyrosine kinase 2","","NM_006182","MIG20a",""
"747","10966","chr1","87382118",87382692,2.765,"transcription_start_site","-",87379799,87379799,-2319,-2600,"",9403,"SEP15","chr1:87379799-87379799","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:87379799-87379799&pix=800&Submit=submit","15 kDa selenoprotein","","BC016359","-",""
"915","11035","chr1","95580393",95580531,2.1065,"transcription_start_site","+",95582893,95582893,-2362,-2432,"",148534,"TMEM56","chr1:95582893-95582893","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:95582893-95582893&pix=800&Submit=submit,MGC102912","transmembrane protein 56","","NM_152487","FLJ31842",""
"14061","21176","chrX","107982008",107983956,3.1752,"transcription_start_site","-",107979578,107979578,-2430,-3400,"",8471,"IRS4","chrX:107979578-107979578","009900","PY160,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:107979578-107979578&pix=800&Submit=submit","insulin receptor substrate 4","","BC156977","IRS-4",""
"1672","11322","chr1","180196415",180196978,3.3705,"transcription_start_site","+",180199441,180199441,-2463,-2736,"",89884,"LHX4","chr1:180199441-180199441","009900","Gsh4,Gsh-4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:180199441-180199441&pix=800&Submit=submit","LIM homeobox 4","","NM_033343","CPHD4",""
"13953","21136","chrX","102880997",102881178,2.2496,"transcription_start_site","+",102883647,102883647,-2469,-2560,"",9338,"TCEAL1","chrX:102883647-102883647","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:102883647-102883647&pix=800&Submit=submit,p21,pp21","transcription elongation factor A (SII)-like 1","","NM_001006640","SIIR",""
"13284","20882","chrX","30598388",30600424,2.3034,"transcription_start_site","-",30595914,30595914,-2474,-3492,"",80231,"CXorf21","chrX:30595914-30595914","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:30595914-30595914&pix=800&Submit=submit","chromosome X open reading frame 21","","NM_025159","FLJ11577",""
"1761","11364","chr1","193024877",193026259,3.8777,"transcription_start_site","+",193028752,193028752,-2493,-3184,"",6738,"TROVE2","chr1:193028752-193028752","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:193028752-193028752&pix=800&Submit=submit,SSA2","TROVE domain family, member 2","","NM_001042370","RO60",""
"134","10716","chr1","31443578",31444732,2.6106,"transcription_start_site","-",31441084,31441084,-2494,-3072,"",692200,"SNORD85","chr1:31441084-31441084","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:31441084-31441084&pix=800&Submit=submit","small nucleolar RNA, C/D box 85","","NR_003066","HBII-251",""
"13096","20810","chrX","14887211",14889052,3.0681,"transcription_start_site","+",14891562,14891562,-2510,-3430,"",158747,"MOSPD2","chrX:14891562-14891562","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:14891562-14891562&pix=800&Submit=submit","motile sperm domain containing 2","","NM_152581","MGC26706",""
"1664","11318","chr1","179824414",179824568,2.1602,"transcription_start_site","-",179821899,179821899,-2515,-2592,"",163590,"TOR1AIP2","chr1:179821899-179821899","009900","MGC138430,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:179821899-179821899&pix=800&Submit=submit,NET9,MGC120074,MGC120075,LULL1,MGC126581,MGC120076,RP11-12M5.5,MGC120077,IFRG15","torsin A interacting protein 2","","BC101532","FLJ77012",""
"14227","21247","chrX","128659908",128660471,2.8643,"transcription_start_site","-",128657382,128657382,-2526,-2808,"",6594,"SMARCA1","chrX:128657382-128657382","009900","SWI,FLJ41547,SNF2LB,SNF2L1,NURF140,SNF2L,ISWI,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:128657382-128657382&pix=800&Submit=submit,SWI2","SWI/SNF related, matrix associated, actin dependent regulator ofchromatin, subfamily a, member 1","","BC117447","DKFZp686D1623",""
