"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"14377","36512","chrX","19817571","19818421","3.2923","transcription_start_site","-","19817917",19817917,0,-80,"",30011,"SH3KBP1","chrX:19817917-19817917","009900","GIG10,MIG18,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:19817917-19817917&pix=800&Submit=submit","SH3-domain kinase binding protein 1","","NM_001024666","CIN85",""
"14438","36538","chrX","27825094","27826924","3.5897","transcription_start_site","+","27826124",27826124,0,-116,"",139422,"MAGEB10","chrX:27826124-27826124","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:27826124-27826124&pix=800&Submit=submit,MGC120394","melanoma antigen family B, 10","","NM_182506","FLJ32965",""
"14556","36591","chrX","47865852","47867691","2.97","transcription_start_site","+","47867169",47867169,0,-396,"",729201,"SPACA5B","chrX:47867169-47867169","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:47867169-47867169&pix=800&Submit=submit","sperm acrosome associated 5B","","NM_001079900","-",""
"14658","36620","chrX","49089568","49090312","2.3553","transcription_start_site","-","49089833",49089833,0,-108,"",778,"CACNA1F","chrX:49089833-49089833","009900","Cav1.4,CSNBX2,CORDX,JMC8,CSNB2,OA2,COD3,CSNB2A,CORDX3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:49089833-49089833&pix=800&Submit=submit,COD4,JM8","calcium channel, voltage-dependent, L type, alpha 1F subunit","","NM_005183","AIED",""
"14686","36631","chrX","51806562","51807099","3.7157","transcription_start_site","-","51806569",51806569,0,-264,"",100124541,"SNORA11D","chrX:51806569-51806569","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:51806569-51806569&pix=800&Submit=submit","small nucleolar RNA, H/ACA box 11D","","NR_003711","FLJ39060",""
"14881","36672","chrX","55115421","55116306","2.2585","transcription_start_site","+","55115496",55115496,0,368,"",203569,"PAGE2","chrX:55115496-55115496","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:55115496-55115496&pix=800&Submit=submit,MGC62094,GAGEC2,PAGE-2,GAGEE2","P antigen family, member 2 (prostate associated)","","NM_207339","CT16.4",""
"14904","36682","chrX","68382361","68384416","4.4397","transcription_start_site","-","68383149",68383149,0,-240,"",64219,"PJA1","chrX:68383149-68383149","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:68383149-68383149&pix=800&Submit=submit","praja ring finger 1","","BC105053","RNF70",""
"15011","36719","chrX","73523750","73524511","4.1356","transcription_start_site","+","73524024",73524024,0,104,"",389874,"ZCCHC13","chrX:73524024-73524024","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:73524024-73524024&pix=800&Submit=submit,ZNF9L","zinc finger, CCHC domain containing 13","","NM_203303","Cnbp2",""
"15093","36742","chrX","99661446","99662777","3.9903","transcription_start_site","-","99662152",99662152,0,40,"",57526,"PCDH19","chrX:99662152-99662152","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:99662152-99662152&pix=800&Submit=submit,KIAA1313,EFMR","protocadherin 19","","BC136628","DKFZp686P1843",""
"15240","36797","chrX","115593861","115594591","2.3109","transcription_start_site","-","115594137",115594137,0,-88,"",203413,"CXorf61","chrX:115594137-115594137","009900","FLJ20611,KK-LC-1,FLJ22913,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:115594137-115594137&pix=800&Submit=submit","chromosome X open reading frame 61","","NM_001017978","CT83",""
"15287","36813","chrX","119708343","119710001","3.6728","transcription_start_site","-","119709649",119709649,0,480,"",8450,"CUL4B","chrX:119709649-119709649","009900","SFM2,MRXSC,KIAA0695,MRXHF2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:119709649-119709649&pix=800&Submit=submit","cullin 4B","","BC036216","DKFZp686F1470",""
"15380","36845","chrX","134429579","134429820","2.7227","transcription_start_site","-","134429804",134429804,0,112,"",7626,"ZNF75D","chrX:134429804-134429804","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134429804-134429804&pix=800&Submit=submit,ZNF82,MGC126327,ZNF75","zinc finger protein 75D","","BC109100","D8C6",""
"15383","36847","chrX","134847091","134848258","4.233","transcription_start_site","+","134847277",134847277,0,400,"",441519,"CT45A3","chrX:134847277-134847277","009900","RP13-36C9.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134847277-134847277&pix=800&Submit=submit,CT45.3","cancer/testis antigen family 45, member A3","","BC140926","CT45-3",""
"15388","36848","chrX","134866038","134867277","3.2262","transcription_start_site","+","134866213",134866213,0,448,"",441520,"CT45A4","chrX:134866213-134866213","009900","CT45.4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:134866213-134866213&pix=800&Submit=submit","cancer/testis antigen family 45, member A4","","NM_001017436","CT45-4",""
"15538","36884","chrX","148676776","148678435","3.5595","transcription_start_site","-","148676974",148676974,0,-624,"",100130086,"HSFX2","chrX:148676974-148676974","009900","MGC26102,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:148676974-148676974&pix=800&Submit=submit","heat shock transcription factor family, X linked 2","","NM_001164415","FLJ17347",""
"15551","36889","chrX","149101189","149102426","3.4832","transcription_start_site","-","149102315",149102315,0,512,"",541578,"CXorf40B","chrX:149102315-149102315","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:149102315-149102315&pix=800&Submit=submit","chromosome X open reading frame 40B","","BC009523","-",""
"15918","36988","chrY","22917603","22918641","3.6765","transcription_start_site","+","22917953",22917953,0,170,"",140032,"RPS4Y2","chrY:22917953-22917953","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:22917953-22917953&pix=800&Submit=submit","ribosomal protein S4, Y-linked 2","","NM_001039567","RPS4Y2P",""
"12125","35182","chr19","45201404","45202355","2.7102","transcription_start_site","+","45202357",45202357,-2,-476,"",388551,"CEACAM16","chr19:45202357-45202357","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45202357-45202357&pix=800&Submit=submit","carcinoembryonic antigen-related cell adhesion molecule 16","","NM_001039213","CEAL2",""
"10254","34472","chr18","8716910","8717363","3.1111","transcription_start_site","+","8717368",8717368,-5,-232,"",23255,"KIAA0802","chr18:8717368-8717368","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:8717368-8717368&pix=800&Submit=submit","KIAA0802","","NM_015210","-",""
"2422","25196","chr1","201251754","201252553","3.9294","transcription_start_site","+","201252579",201252579,-26,-416,"",5317,"PKP1","chr1:201252579-201252579","009900","MGC138829,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:201252579-201252579&pix=800&Submit=submit","plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)","","NM_000299","B6P",""
"11106","34805","chr19","8933451","8935776","3.6554","transcription_start_site","-","8933401",8933401,-50,-1213,"",148156,"ZNF558","chr19:8933401-8933401","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:8933401-8933401&pix=800&Submit=submit","zinc finger protein 558","","BC064356","FLJ30932",""
"12409","35286","chr19","49527292","49528245","3.0398","transcription_start_site","-","49527237",49527237,-55,-532,"",93659,"CGB5","chr19:49527237-49527237","009900","MGC119822,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49527237-49527237&pix=800&Submit=submit","chorionic gonadotropin, beta polypeptide 5","","BC106724","HCG",""
"14841","36649","chrX","52840128","52841170","4.017","transcription_start_site","+","52841227",52841227,-57,-580,"",170627,"XAGE5","chrX:52841227-52841227","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52841227-52841227&pix=800&Submit=submit,MGC119800,MGC119799,GAGED5,XAGE-5","X antigen family, member 5","","NM_130775","CT12.5",""
"1254","24771","chr1","67772720","67772978","2.7613","transcription_start_site","+","67773046",67773046,-68,-200,"",3595,"IL12RB2","chr1:67773046-67773046","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:67773046-67773046&pix=800&Submit=submit","interleukin 12 receptor, beta 2","","NM_001559","-",""
"11920","35103","chr19","40324930","40325399","3.5832","transcription_start_site","-","40324776",40324776,-154,-388,"",9149,"DYRK1B","chr19:40324776-40324776","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40324776-40324776&pix=800&Submit=submit","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B","","BC025291","MIRK",""
"14844","36650","chrX","52896491","52897252","4.6103","transcription_start_site","-","52896332",52896332,-159,-540,"",170626,"XAGE3","chrX:52896332-52896332","009900","CT12.3b,pp9012,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52896332-52896332&pix=800&Submit=submit,GAGED4,XAGE-3,PLAC6,MGC71925","X antigen family, member 3","","NM_130776","CT12.3a",""
"11959","35119","chr19","40896260","40896693","4.123","transcription_start_site","-","40896094",40896094,-166,-380,"",147746,"HIPK4","chr19:40896094-40896094","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40896094-40896094&pix=800&Submit=submit","homeodomain interacting protein kinase 4","","NM_144685","FLJ32818",""
"1010","24675","chr1","45253618","45253857","2.7432","transcription_start_site","-","45253426",45253426,-192,-312,"",266675,"BEST4","chr1:45253426-45253426","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:45253426-45253426&pix=800&Submit=submit,VMD2L2","bestrophin 4","","NM_153274","MGC126872",""
"14172","36449","chrX","1385791","1387486","2.9489","transcription_start_site","+","1387692",1387692,-206,-1053,"",1438,"CSF2RA","chrX:1387692-1387692","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:1387692-1387692&pix=800&Submit=submit,MGC4838,CSF2RY,GMCSFR,CSF2RX,GMR,MGC3848,GM-CSF-R-alpha,CSF2R,CSF2RAY,CSF2RAX,CDw116","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","","NM_001161531","CD116",""
"12091","35165","chr19","44330996","44331257","2.5264","transcription_start_site","+","44331472",44331472,-215,-344,"",284349,"ZNF283","chr19:44331472-44331472","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:44331472-44331472&pix=800&Submit=submit","zinc finger protein 283","","NM_181845","HZF41",""
"14706","36637","chrX","52112733","52112912","2.2557","transcription_start_site","+","52113157",52113157,-245,-332,"",728242,"XAGE2B","chrX:52113157-52113157","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52113157-52113157&pix=800&Submit=submit","X antigen family, member 2B","","NM_001079538","-",""
"12367","35275","chr19","49244109","49244853","2.3666","transcription_start_site","-","49243837",49243837,-272,-644,"",54922,"RASIP1","chr19:49243837-49243837","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49243837-49243837&pix=800&Submit=submit,RAIN","Ras interacting protein 1","","BC028614","FLJ20401",""
"9370","34139","chr17","46871969","46872210","2.8253","transcription_start_site","-","46871686",46871686,-283,-400,"",284076,"TTLL6","chr17:46871686-46871686","009900","TTL.6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46871686-46871686&pix=800&Submit=submit","tubulin tyrosine ligase-like family, member 6","","NM_173623","FLJ35808",""
"12103","35171","chr19","44575446","44576013","3.6108","transcription_start_site","+","44576296",44576296,-283,-568,"",342909,"ZNF284","chr19:44576296-44576296","009900","ZNF284L,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:44576296-44576296&pix=800&Submit=submit","zinc finger protein 284","","NM_001037813","DKFZp781F1775",""
"9521","34190","chr17","57642011","57642585","3.8108","transcription_start_site","+","57642885",57642885,-300,-588,"",79665,"DHX40","chr17:57642885-57642885","009900","FLJ34015,FLJ22060,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:57642885-57642885&pix=800&Submit=submit,DDX40,PAD","DEAH (Asp-Glu-Ala-His) box polypeptide 40","","NM_001166301","ARG147",""
"1523","24865","chr1","109631898","109632123","2.6962","transcription_start_site","+","109632424",109632424,-301,-416,"",56900,"TMEM167B","chr1:109632424-109632424","009900","FLJ90710,C1orf119,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:109632424-109632424&pix=800&Submit=submit","transmembrane protein 167B","","BC146873","AD-020",""
"9056","34027","chr17","40273713","40274454","3.1677","transcription_start_site","+","40274755",40274755,-301,-672,"",94086,"HSPB9","chr17:40274755-40274755","009900","FLJ27437,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:40274755-40274755&pix=800&Submit=submit","heat shock protein, alpha-crystallin-related, B9","","NM_033194","CT51",""
"13946","36352","chr22","42540888","42541427","2.8603","transcription_start_site","-","42540575",42540575,-313,-584,"",1564,"CYP2D7P1","chr22:42540575-42540575","009900","P450C2D,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:42540575-42540575&pix=800&Submit=submit,CYP2D7,CYP2D@,P450DB1","cytochrome P450, family 2, subfamily D, polypeptide 7 pseudogene 1","","NR_002570","CYP2D",""
"9649","34239","chr17","63555130","63555667","3.4927","transcription_start_site","-","63554805",63554805,-325,-596,"",8313,"AXIN2","chr17:63554805-63554805","009900","MGC10366,MGC126582,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:63554805-63554805&pix=800&Submit=submit,DKFZp781B0869","axin 2","","BC143244","AXIL",""
"15023","36724","chrX","77395462","77396497","3.6467","transcription_start_site","-","77395116",77395116,-346,-864,"",51616,"TAF9B","chrX:77395116-77395116","009900","DN7,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:77395116-77395116&pix=800&Submit=submit,TAFII31L,TAF9L,TFIID-31","TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa","","BC071649","DN-7",""
"11123","34813","chr19","9529828","9530261","3.4477","transcription_start_site","-","9529480",9529480,-348,-564,"",10781,"ZNF266","chr19:9529480-9529480","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:9529480-9529480&pix=800&Submit=submit","zinc finger protein 266","","BC126255","HZF1",""
"882","24631","chr1","40973606","40974053","2.8992","transcription_start_site","+","40974432",40974432,-379,-600,"",64789,"DEM1","chr1:40974432-40974432","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:40974432-40974432&pix=800&Submit=submit,FLJ21144,FLJ13183,FLJ11445","defects in morphology 1 homolog (S. cerevisiae)","","NM_022774","C1orf176",""
"15537","36884","chrX","148676776","148678435","3.5595","transcription_start_site","-","148676376",148676376,-400,-1216,"",100130086,"HSFX1","chrX:148676376-148676376","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:148676376-148676376&pix=800&Submit=submit,MGC26102","heat shock transcription factor family, X linked 2","","BC021706","FLJ17347",""
"1941","25019","chr1","154832724","154834467","3.7563","transcription_start_site","-","154832319",154832319,-405,-1280,"",3782,"KCNN3","chr1:154832319-154832319","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:154832319-154832319&pix=800&Submit=submit,SK3,hSK3,SKCA3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3","","BC042147","KCa2.3",""
"519","24502","chr1","24741308","24741835","3.14","transcription_start_site","+","24742244",24742244,-409,-672,"",57185,"NIPAL3","chr1:24742244-24742244","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:24742244-24742244&pix=800&Submit=submit,DKFZp686E22155,NPAL3","NIPA-like domain containing 3","","NM_020448","DJ462O23.2",""
"11547","34988","chr19","34013083","34013420","2.705","transcription_start_site","-","34012670",34012670,-413,-580,"",5184,"PEPD","chr19:34012670-34012670","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:34012670-34012670&pix=800&Submit=submit,PROLIDASE","peptidase D","","BC004305","MGC10905",""
"15853","36969","chrY","2708197","2709157","2.7679","transcription_start_site","+","2709622",2709622,-465,-945,"",6192,"RPS4Y1","chrY:2709622-2709622","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrY:2709622-2709622&pix=800&Submit=submit,MGC5070,RPS4Y","ribosomal protein S4, Y-linked 1","","NM_001008","MGC119100",""
"520","24502","chr1","24741308","24741835","3.14","transcription_start_site","+","24742302",24742302,-467,-730,"",57185,"NPAL3","chr1:24742302-24742302","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:24742302-24742302&pix=800&Submit=submit,DKFZp686E22155,NPAL3","NIPA-like domain containing 3","","BC001265","DJ462O23.2",""
"2253","25125","chr1","166957911","166958047","2.1415","transcription_start_site","+","166958518",166958518,-471,-528,"",84944,"MAEL","chr1:166958518-166958518","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:166958518-166958518&pix=800&Submit=submit,RP11-102C16.1","maelstrom homolog (Drosophila)","","NM_032858","FLJ14904",""
"12048","35144","chr19","42722291","42722439","2.3647","transcription_start_site","-","42721813",42721813,-478,-556,"",162989,"DEDD2","chr19:42721813-42721813","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:42721813-42721813&pix=800&Submit=submit","death effector domain containing 2","","NM_133328","FLAME-3",""
"1849","24986","chr1","151345658","151346293","3.2046","transcription_start_site","-","151345164",151345164,-494,-816,"",8991,"SELENBP1","chr1:151345164-151345164","009900","hSP56,SP56,LPSB,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151345164-151345164&pix=800&Submit=submit,hSBP","selenium binding protein 1","","NM_003944","FLJ13813",""
"190","27","chr1","9750575","9751026","2.3138","transcription_start_site","+","9751524",9751524,-498,-724,"",5293,"PIK3CD","chr1:9751524-9751524","009900","p110D,PI3K,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:9751524-9751524&pix=800&Submit=submit","phosphoinositide-3-kinase, catalytic, delta polypeptide","","BC150297","P110DELTA",""
"14787","36643","chrX","52735298","52735441","2.1324","transcription_start_site","-","52734799",52734799,-499,-568,"",6757,"SSX2","chrX:52734799-52734799","009900","SSX,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52734799-52734799&pix=800&Submit=submit,HD21,MGC119055,MGC3884,MGC15364,HOM-MEL-40","synovial sarcoma, X breakpoint 2","","BC069313","CT5.2a",""
"10274","34482","chr18","11688385","11688634","2.3068","transcription_start_site","+","11689135",11689135,-501,-625,"",2774,"GNAL","chr18:11689135-11689135","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:11689135-11689135&pix=800&Submit=submit","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type","","NM_182978","-",""
"1004","24672","chr1","44583554","44584015","2.7524","transcription_start_site","+","44584521",44584521,-506,-736,"",128209,"KLF17","chr1:44584521-44584521","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:44584521-44584521&pix=800&Submit=submit,Zfp393,ZNF393","Kruppel-like factor 17","","NM_173484","FLJ40160",""
"11216","34844","chr19","11465156","11465599","3.4478","transcription_start_site","+","11466106",11466106,-507,-728,"",64748,"LPPR2","chr19:11466106-11466106","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:11466106-11466106&pix=800&Submit=submit,PRG4,FLJ13055","lipid phosphate phosphatase-related protein type 2","","NM_022737","DKFZp761E1121",""
"14101","36422","chr22","50493564","50493808","2.6768","transcription_start_site","-","50493055",50493055,-509,-632,"",164714,"TTLL8","chr22:50493055-50493055","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:50493055-50493055&pix=800&Submit=submit","tubulin tyrosine ligase-like family, member 8","","NM_001080447","-",""
"14863","36661","chrX","53351043","53351196","2.5258","transcription_start_site","-","53350522",53350522,-521,-600,"",23096,"IQSEC2","chrX:53350522-53350522","009900","KIAA0522,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:53350522-53350522&pix=800&Submit=submit","IQ motif and Sec7 domain 2","","NM_001111125","BRAG1",""
"14985","36708","chrX","72061523","72062272","3.8973","transcription_start_site","+","72062799",72062799,-527,-904,"",728656,"DMRTC1","chrX:72062799-72062799","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:72062799-72062799&pix=800&Submit=submit","DMRT-like family C1B","","BC047596","-",""
"9435","34159","chr17","48584863","48585208","3.1052","transcription_start_site","+","48585744",48585744,-536,-708,"",84073,"MYCBPAP","chr17:48585744-48585744","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:48585744-48585744&pix=800&Submit=submit,DKFZp434N1415,AMAP1","MYCBP associated protein","","NM_032133","AMAP-1",""
"1587","24888","chr1","111888495","111888646","2.1622","transcription_start_site","+","111889194",111889194,-548,-616,"",128344,"C1orf88","chr1:111889194-111889194","009900","MGC126550,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:111889194-111889194&pix=800&Submit=submit","chromosome 1 open reading frame 88","","NM_181643","FLJ23853",""
"10472","34565","chr18","44497987","44498920","2.5918","transcription_start_site","-","44497437",44497437,-550,-1020,"",9063,"PIAS2","chr18:44497437-44497437","009900","MIZ1,SIZ2,PIASX,ZMIZ4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:44497437-44497437&pix=800&Submit=submit,miz,PIASX-BETA,PIASX-ALPHA","protein inhibitor of activated STAT, 2","","BC111060","MGC102682",""
"11195","34836","chr19","10947433","10948127","3.1384","transcription_start_site","-","10946871",10946871,-562,-909,"",11018,"TMED1","chr19:10946871-10946871","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:10946871-10946871&pix=800&Submit=submit,ST2L,Il1rl1l,MGC1270","transmembrane emp24 protein transport domain containing 1","","BC002443","IL1RL1LG",""
"1002","24670","chr1","44497697","44497852","2.3869","transcription_start_site","-","44497134",44497134,-563,-640,"",6536,"SLC6A9","chr1:44497134-44497134","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:44497134-44497134&pix=800&Submit=submit,GLYT1","solute carrier family 6 (neurotransmitter transporter, glycine), member 9","","NM_001024845","DKFZp547A1118",""
"10743","34667","chr19","851590","851718","3.1","transcription_start_site","+","852290",852290,-572,-636,"",1991,"ELANE","chr19:852290-852290","009900","HLE,GE,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:852290-852290&pix=800&Submit=submit,PMN-E,SCN1,NE,HNE","elastase, neutrophil expressed","","NM_001972","ELA2",""
"10744","34667","chr19","851590","851718","3.1","transcription_start_site","+","852291",852291,-573,-637,"",1991,"ELA2","chr19:852291-852291","009900","HLE,GE,PMN-E,SCN1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:852291-852291&pix=800&Submit=submit,NE,HNE","elastase, neutrophil expressed","","BC074816","ELA2",""
"9506","34183","chr17","55981325","55981566","2.9997","transcription_start_site","-","55980750",55980750,-575,-696,"",404093,"CUEDC1","chr17:55980750-55980750","009900","FLJ20739,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:55980750-55980750&pix=800&Submit=submit","CUE domain containing 1","","NM_017949","DKFZp547L163",""
"11979","35126","chr19","41304209","41304471","2.193","transcription_start_site","+","41305047",41305047,-576,-708,"",112398,"EGLN2","chr19:41305047-41305047","009900","EIT6,HIFPH1,HPH-3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:41305047-41305047&pix=800&Submit=submit,PHD1","egl nine homolog 2 (C. elegans)","","NM_080732","DKFZp434E026",""
"2461","25209","chr1","202778142","202778790","2.3977","transcription_start_site","-","202777549",202777549,-593,-912,"",10765,"KDM5B","chr1:202777549-202777549","009900","FLJ23670,FLJ12491,JARID1B,PUT1,PLU-1,FLJ10538,FLJ16281,RBBP2H1A,PLU1,FLJ12459,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:202777549-202777549&pix=800&Submit=submit","lysine (K)-specific demethylase 5B","","NM_006618","CT31",""
